Review,Sentiment
"The management and staff. They need some serious training in hospitality. They were not clear on the policies to charge for food and beverage, Taj across India has no written policies on mandatory deposits at the time of Check-in other than room charges, which we paid in advance, they kept on insisting us to make a deposit. Then they made us stand in line at the cashier during check-out to settle bills. we have traveled to all the luxury hotels and we never had such a bad hospitality experience!",-0.27667
Nice and clean property,0.483333
"Thought we were staying in a property which is considered to be the top property in India, but we’re taken by surprise. To start with, we were misled by one of their rep regarding suite, on top we try to extend our stay, took a screen shot of price and the duty manager proved us wrong that this price isn’t the price he can commit which was really strange. The most upsetting stuff for us was when we were checking out and was told to leave the room in the span of 30 minutes between 11:30 to 12:00.",0.19
everything,0
lot many hidden charges.,0.166667
location,0
ambiance,0
Bath rooms are outdated and furniture in rooms is falling apart.,-0.4
The water kept in the room had a peculiar smell and after taste. Also there was a technical issue with the wash basin tap which was informed to the staff,0
"The breakfast was substandard.
  I noticed something that whenever the food service was exclusive, the taste and the quality was excellent, for example my in room dining experience and that in the tea lounge was superb.
 But,the breakfast was pathetic, both in the terms of choices and quality. Even the coffee was diluted and tasteless like you get in sarkari meetings. I also didn't like the indifferent attitude of the staff at the Capital kitchen. I have had some really good breakfast buffets recently, and this was seriously a bummer.
 My request would be make your breakfast chargeable and serve good food.",0.183333
"The property, the staff, the hospitality, the quick service.",0.333333
"staff very unprofessional, they provide swim suit at extra cost which isn’t any issue however when they don’t have your size they charge for a taxi to get one from local shop! so be aware! staff have selected sighting, they will only provide drinks and engage with you if they feel like it. room was mediocre. I wouldn’t say this is a five star hotel with the experience I’ve had",0.002083
"good size pool, good steam room and jacuzzi",0.7
They served us bad n cold food with limited options of food items... On our anniversary/valentine's!!,-0.47054
Clean n Comfy,0.366667
hidden charges for soft drinks inside room,-0.03333
facilities and breakfast,0
Location,0
Rooms very old like 1960,0.13
"Staff was not as courteous as one would expect from Taj. Staff at front desk needs training about ""You must be genuinely concerned about guest welfare and courteous to the guests rather than just appearing to be so"". It's easily seen through. Waiting period for breakfast is a big disappointment. Turnaround time to deliver fresh tea cups was 25 minutes. Big disappointment. Except for the staff at Spicy duck (they were excellent) the front desk staff left a lot to be desired.",0.193939
Location,0
"rude staff, especially restaurant staff. size of room was bit small. Breakfast spread was limited",-0.15536
"The staff attitude was cold.. I have had so much better and warmer Taj staff,",-0.05
The overall cleanliness.,0
when I went to ask for an omlette the guy was just starring at me. That I feel was bad. ( he was not the cook but one of the staff standing next to him.) he later gave the omlette dish. If he did not understand the question or so he could have asked rather than stare.,-0.23333
"We were told that the only drink free with the buffet dinner was water. That i found strange. Even smaller hotels give a welcome drink or something. Room was getting cold. Breakfirst was nice, service was a bit slow if you ask for some dish to be served at the table. In one case when I went to ask for an omlette the guy was just starring at me. That was bad. Room was great.",0.095
Room service. Delayed for almost 2 hours.,0
"Worst thing is with out letting us know they put nuts and drinks in the room
 we assumed that it is free of cost which we had learned after checked out the room
 which again charges almost room cost
 No body had asked to put those nuts and drinks where Kids can easily it, with the brand Taj we had assumed that it is free of cost but it was worst and worst experience
 I never suggest Taj to any one with this type of unknown things included
 One more thing even though it is free, they did not give Raizer for removing the mustache hair which we had to ask but nuts and other stuff which is expensive and nobody knows unless some body experiences this problem
 I never suggest any one Taj palace",-0.1447
Breakfast,0
Staff and service,0
"Most of the hotel staff is highly unprofessional especially Mr Prateek,Mr Dipankar.
 Not bothered about guest services .",0.22
welcome drink/view/ Room beds,0.8
we were a couple but were given twin beds .Inspite fo request they didn't bother,0
"the hotel was too crowded, check in was disorganised, no queues followed and took 40 mins despite reconfirmation in the morning. 
 The helpdesk was slow and did not follow up when dialled from the room.
 Despite prior information of 3 person for the room, it had towels and toiletries barely for 2.
 Not the usual Taj level of efficiency.",-0.125
"the in room service stewards were cheerful n efficient and responsive.
 the suite was well furnished.",0.4
"The shower wasn't working, we could not shower for 2nights. We had complained but nothing was done. The tub was not conducive for a shower!! Receptionist was incompetent. All promises but no action taken!!",-0.29896
Service at the breakfast table was good.,0.7
"One of the worst hotel experience. . If you want to order food from in room dining nobody is bothered to pick up the phone on guest service same goes for Duty manger.
 If you go to hotel restaurants they straightaway tells you we are sold out or it’s booked for party . If you order food from outside they don’t allow it in.
 They don’t have dedicated bar only one which is near the pool has limited seating and its hard to find place if u want ice in the room one u have to pay 500 plus taxes for the same.
 For breakfast most of the days u have to wait for 40 minutes for ur turn.",-0.08479
Old property without proper renovation,0.05
Hospitality,0
We were late for breakfast by 10 minutes and were asked to pay. The food at the property is average with prices more expensive than a fancy restaurant in Delhi. We racked up a huge bill got bad food cor our three meals,-0.125
Great spa and decent rooms.,0.483333
Good,0.7
Good,0.7
The hotel didn’t consider the special requests. Throughout the stay there was disturbance in the room as some or the other movement was taking place. Food was also bit tasty!,0.100446
Just the location.,0
"Breakfast Buffet is not at all up to the mark. Other properties have far better in the food making.
 Parathas were so hard & very thick, You need strong teeth's to chew & spices were literally over in it.
 Dosa & Utpam etc... has unnecessarily oily. 
 I don't believe that served by Taj, Its like untrained chefs were deployed in buffet.
 Staff over main entrance has behave like Senseless / Untrained security, they don't have basic sense of what exactly were allowed or not allowed in hotel premises.",0.024333
"Rooms are very clean, room service were good & fast. Happy with the response.
 Ambience of hotel is good / neat & clean.",0.540556
"Simple stuff like quilt delivery during has taken 45 mins, ACs have stop working post 1 am and TV was not working for 2 rooms out of 3. Kids meal parcelled during check out was completely burnt and smell was so high that whole car windows had to be opened. Not sure whether Taj is living up to its brand and royalty which it used to be.",0.042
Ambience and location,0
Food was not very good,-0.26923
Pool,0
Food could have been improved. need more variety.,0.5
Pretty good. Could have added more varieties though.,0.483333
"breakfast -very good
 room was okay
 dinner is highly overpriced and the food was not worth it .",0.355
"Room service is bad, no one responds. If you order food, they will commit 40mis, but will takes 1-1.2 hrs to serve that too after lot of reminders",-0.7
Clean and well maintained property,0.366667
"I stayed in room 202, and during the entire stay the suit room was smelling of an old damp room. 
 There was a 1 hour waiting for breakfast where the staff told me about the second buffet area at the diwan hall 40 mins after waiting for breakfast! 
 After reaching the diwan hall - despite ordering dosa n pancakes & waffles at the counter n repeatedly to diff staff , the order never came only.",0.025
Yes can be better,0.5
We had no breakfast,0
"staff was very rude, we did not get what we paid for",-0.39
clean and spacious,0.366667
everything,0
nothing,0
one needs to experience the Taj ! can’t describe in words,0
All,0
"Food,hospitality",0
"I don't like the attitude of abhinav on the reception,evening time I met him when I checked inn,I don't remember the name exactly it's Vaibhav or Abhinav,he is not polite.. Rest everything is good..",0.475
Nothing,0
"Hospitality
 Ambience
 All time excellent",1
Good service of all,0.7
All Staff responce language is very sweet,0.455
Menu for breakfast should have more variety daily,0.25
"Accessibility to surrounding shopping, leisure etc",0
The hotel didn’t have enough staff at the reception area for check-in and check-out. I had to wait a long time to check-out because only 1 person was on the counter,-0.01667
Good food and the rooms were of sufficient size.,0.7
Not setting the Taj standard and quite rude service from the hotel staff.,-0.15
Exceptionally long check-in and checkout time. Totally mismanaged.,-0.025
Given complementary late check-out because of the one hour that we were made to wait while check-in.,-0.3
The property is ageing. Not what it used to be.,0
Room was comfortable. Staff was courteous and helpful.,0.5
Good staff,0.7
